orgnr,company_id,company_name,company_type,homepage,email,phone,address,segment_names,nace_codes,foundation_year,employees_latest,accounts_last_year,created_at,updated_at
5565431516,5565431516,Neuropsyk i Bollnäs AB,AB,,,,"{""addressLine"": ""Heden 134"", ""postPlace"": ""Bollnäs"", ""postCode"": null, ""city"": ""Bollnäs"", ""county"": null, ""country"": ""Sweden""}","[""Hälsotjänster"",""Omvårdnad och omsorg""]","[""86103 Specialiserad sluten psykiatrisk hälso- och sjukvård på sjukhus"",""87901 Heldygnsvård med boende för barn och ungdomar med sociala problem""]",1997,54,,2025-11-07T09:37:21.329616,2025-11-07T09:37:21.329616
5567136774,5567136774,Neurology Clinic Stockholm AB,AB,,,,"{""addressLine"": ""Södra Fiskartorpsvägen 15 a"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Hälsotjänster""]","[""86212 Annan allmän öppen hälso- och sjukvård, ej primärvård""]",2006,22,,2025-11-07T09:37:21.329620,2025-11-07T09:37:21.329621
5567288229,5567288229,Network Solutions Infra Sverige AB,AB,,,,"{""addressLine"": ""Smidesvägen 4"", ""postPlace"": ""Asarum"", ""postCode"": null, ""city"": ""Asarum"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer"",""Fiberoptik""]","[""43210 Elinstallationer""]",2007,23,,2025-11-07T09:37:21.329622,2025-11-07T09:37:21.329622
5590285655,5590285655,Netwest Sweden AB,AB,,,,"{""addressLine"": ""Hemvägen 17 g"", ""postPlace"": ""Alingsås"", ""postCode"": null, ""city"": ""Alingsås"", ""county"": null, ""country"": ""Sweden""}","[""Telekommunikation, teleoperatörer""]","[""61100 Trådbunden telekommunikation""]",2015,6,,2025-11-07T09:37:21.329625,2025-11-07T09:37:21.329626
5567078638,5567078638,Nettotaxi AB,AB,,,,"{""addressLine"": ""Pilotvägen 15"", ""postPlace"": ""Kalmar"", ""postCode"": null, ""city"": ""Kalmar"", ""county"": null, ""country"": ""Sweden""}","[""Transportförmedling"",""Passagerartransporter"",""Taxi""]","[""49320 Taxitrafik""]",2006,102,,2025-11-07T09:37:21.329627,2025-11-07T09:37:21.329628
5566442652,5566442652,Netmine Aktiebolag,AB,,,,"{""addressLine"": ""Brogatan 24"", ""postPlace"": ""Värnamo"", ""postCode"": null, ""city"": ""Värnamo"", ""county"": null, ""country"": ""Sweden""}","[""Datakonsulter"",""Konsulter"",""Internet - Konsulter, operatörer""]","[""62020 Datakonsultverksamhet"",""62010 Dataprogrammering""]",2003,41,,2025-11-07T09:37:21.329632,2025-11-07T09:37:21.329632
5566529557,5566529557,Netgain AB,AB,,,,"{""addressLine"": ""Sankt Eriksgatan 63 b"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Datakonsulter"",""Konsulter"",""Internet - Konsulter, operatörer""]","[""62010 Dataprogrammering"",""62020 Datakonsultverksamhet""]",2003,54,,2025-11-07T09:37:21.329633,2025-11-07T09:37:21.329634
5590169040,5590169040,NetClean Technologies AB,AB,,,,"{""addressLine"": ""Hälsingegatan 10"", ""postPlace"": ""Göteborg"", ""postCode"": null, ""city"": ""Göteborg"", ""county"": null, ""country"": ""Sweden""}","[""Datautveckling, systemutveckling, programutveckling""]","[""58290 Utgivning av annan programvara""]",2015,26,,2025-11-07T09:37:21.329639,2025-11-07T09:37:21.329639
5567344014,5567344014,NerikeTolkarna AB,AB,,,,"{""addressLine"": ""Fridhemsgatan 2 Ingång d"", ""postPlace"": ""Örebro"", ""postCode"": null, ""city"": ""Örebro"", ""county"": null, ""country"": ""Sweden""}","[""Översättningar""]","[""74300 Översättning och tolkning""]",2007,57,,2025-11-07T09:37:21.329640,2025-11-07T09:37:21.329641
5593025421,5593025421,Nerike Återvinning AB,AB,,,,"{""addressLine"": null, ""postPlace"": ""Hallsberg"", ""postCode"": null, ""city"": ""Hallsberg"", ""county"": null, ""country"": ""Sweden""}","[""Avfallshantering""]","[""38320 Återvinning av källsorterat material""]",2021,14,,2025-11-07T09:37:21.329642,2025-11-07T09:37:21.329642
5593958167,5593958167,Neobo Service AB,AB,,,,"{""addressLine"": ""Mäster Samuelsgatan 42"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Fastighetsförvaltning""]","[""68320 Fastighetsförvaltning på uppdrag""]",2022,80,,2025-11-07T09:37:21.329648,2025-11-07T09:37:21.329648
5569670721,5569670721,Nenov AB,AB,,,,"{""addressLine"": ""Tagenevägen 14 d"", ""postPlace"": ""Hisings Backa"", ""postCode"": null, ""city"": ""Hisings Backa"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Rivningsarbeten""]","[""43110 Rivning av hus och byggnader"",""43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet""]",2014,44,,2025-11-07T09:37:21.329650,2025-11-07T09:37:21.329650
5562395383,5562395383,Nemax Miljöhantering Aktiebolag,AB,,,,"{""addressLine"": ""Skoftesta Gård"", ""postPlace"": ""Kumla"", ""postCode"": null, ""city"": ""Kumla"", ""county"": null, ""country"": ""Sweden""}","[""Konsulter"",""Miljöteknik"",""Teknikkonsulter"",""Avfallshantering""]","[""38120 Insamling av farligt avfall"",""71124 Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik""]",1984,21,,2025-11-07T09:37:21.329651,2025-11-07T09:37:21.329652
5565710489,5565710489,Naviga Content Lab AB,AB,,,,"{""addressLine"": ""Kaggensgatan 39"", ""postPlace"": ""Kalmar"", ""postCode"": null, ""city"": ""Kalmar"", ""county"": null, ""country"": ""Sweden""}","[""Datakonsulter"",""Konsulter""]","[""62020 Datakonsultverksamhet""]",1999,10,,2025-11-07T09:37:21.329661,2025-11-07T09:37:21.329662
5567585418,5567585418,Navcite Consulting AB,AB,,,,"{""addressLine"": ""Storgatan 35"", ""postPlace"": ""Luleå"", ""postCode"": null, ""city"": ""Luleå"", ""county"": null, ""country"": ""Sweden""}","[""Datakonsulter"",""Konsulter""]","[""62020 Datakonsultverksamhet""]",2008,9,,2025-11-07T09:37:21.329664,2025-11-07T09:37:21.329665
5561568659,5561568659,Naus Åkeri Aktiebolag,AB,,,,"{""addressLine"": ""Stallarholmsvägen 2"", ""postPlace"": ""Bandhagen"", ""postCode"": null, ""city"": ""Bandhagen"", ""county"": null, ""country"": ""Sweden""}","[""Transportförmedling"",""Åkerier""]","[""49410 Vägtransport, godstrafik""]",1972,35,,2025-11-07T09:37:21.329669,2025-11-07T09:37:21.329669
5569690257,5569690257,Nator AB,AB,,,,"{""addressLine"": ""Krögers Promenad 7"", ""postPlace"": ""Sollentuna"", ""postCode"": null, ""city"": ""Sollentuna"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare""]","[""41200 Byggande av bostadshus och andra byggnader""]",2014,27,,2025-11-07T09:37:21.329680,2025-11-07T09:37:21.329680
5566329982,5566329982,National Högsäter Performance Polymers AB,AB,,,,"{""addressLine"": ""Ånnerudsvägen 3"", ""postPlace"": ""Högsäter"", ""postCode"": null, ""city"": ""Högsäter"", ""county"": null, ""country"": ""Sweden""}","[""Bilar"",""Bilar - tillverkning"",""Producenter""]","[""29320 Tillverkning av andra delar och tillbehör till motorfordon""]",2002,39,,2025-11-07T09:37:21.329683,2025-11-07T09:37:21.329684
5566765557,5566765557,Naslund Medical AB,AB,,,,"{""addressLine"": ""Åvägen 40 b"", ""postPlace"": ""Huddinge"", ""postCode"": null, ""city"": ""Huddinge"", ""county"": null, ""country"": ""Sweden""}","[""Medicinteknisk utrustning"",""Medicinteknisk utrustning - produktion"",""Producenter""]","[""32501 Tillverkning av medicinska och dentala instrument och tillbehör""]",2005,12,,2025-11-07T09:37:21.329685,2025-11-07T09:37:21.329685
5592257744,5592257744,Napper AB,AB,,,,"{""addressLine"": ""Strandvägen 7 a"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Datautveckling, systemutveckling, programutveckling""]","[""58290 Utgivning av annan programvara""]",2019,7,,2025-11-07T09:37:21.329688,2025-11-07T09:37:21.329688
5565891230,5565891230,Name SRS AB,AB,,,,"{""addressLine"": ""Truckgatan 13"", ""postPlace"": ""Kungälv"", ""postCode"": null, ""city"": ""Kungälv"", ""county"": null, ""country"": ""Sweden""}","[""Datacenters""]","[""63110 Databehandling, hosting o.d.""]",2000,8,,2025-11-07T09:37:21.329690,2025-11-07T09:37:21.329690
5569581308,5569581308,Naijbetong AB,AB,,,,"{""addressLine"": ""Boarpsvägen 2"", ""postPlace"": ""Skeppshult"", ""postCode"": null, ""city"": ""Skeppshult"", ""county"": null, ""country"": ""Sweden""}","[""Betong, betongvaror"",""Producenter"",""Betong, betongvaror - produktion""]","[""23610 Tillverkning av betongvaror  för byggändamål""]",2014,25,,2025-11-07T09:37:21.329691,2025-11-07T09:37:21.329692
5591262455,5591262455,NaijTeknik AB,AB,,,,"{""addressLine"": ""Stationsgatan 84"", ""postPlace"": ""Halmstad"", ""postCode"": null, ""city"": ""Halmstad"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare""]","[""43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet""]",2017,16,,2025-11-07T09:37:21.329693,2025-11-07T09:37:21.329693
5592014145,5592014145,Nacka Kirurgi AB,AB,,,,"{""addressLine"": ""Mariagatan 30"", ""postPlace"": ""Nässjö"", ""postCode"": null, ""city"": ""Nässjö"", ""county"": null, ""country"": ""Sweden""}","[""Hälsotjänster"",""Sjukvård""]","[""86102 Specialiserad sluten somatisk hälso- och sjukvård på sjukhus""]",2019,25,,2025-11-07T09:37:21.329696,2025-11-07T09:37:21.329697
5591367320,5591367320,Nabo RS AB,AB,,,,"{""addressLine"": ""Hammarbybacken 31"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Kontorstjänster""]","[""70100 Verksamheter som utövas av huvudkontor""]",2017,11,,2025-11-07T09:37:21.329698,2025-11-07T09:37:21.329698
5567669303,5567669303,NYAB Kiruna AB,AB,,,,"{""addressLine"": ""Murbruksvägen 10"", ""postPlace"": ""Luleå"", ""postCode"": null, ""city"": ""Luleå"", ""county"": null, ""country"": ""Sweden""}","[""Byggentreprenader-Infrastruktur"",""Byggmästare"",""Konsulter"",""Teknikkonsulter""]","[""41200 Byggande av bostadshus och andra byggnader"",""42990 Övriga anläggningsarbeten"",""71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik""]",2008,2,,2025-11-07T09:37:21.329699,2025-11-07T09:37:21.329700
5567809016,5567809016,NVB Nordisk Vattenbilning AB,AB,,,,"{""addressLine"": null, ""postPlace"": ""Norrköping"", ""postCode"": null, ""city"": ""Norrköping"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Uthyrning""]","[""43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet"",""77320 Uthyrning och leasing av bygg- och anläggningsmaskiner""]",2009,12,,2025-11-07T09:37:21.329703,2025-11-07T09:37:21.329703
5567381552,5567381552,NV Rörteknik AB,AB,,,,"{""addressLine"": ""Västberga Allé 36 c"", ""postPlace"": ""Hägersten"", ""postCode"": null, ""city"": ""Hägersten"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare""]","[""43221 Värme- och sanitetsarbeten""]",2007,18,,2025-11-07T09:37:21.329704,2025-11-07T09:37:21.329705
5568208507,5568208507,NV Entreprenad AB,AB,,,,"{""addressLine"": ""Skogsbackavägen 26"", ""postPlace"": ""Munka-Ljungby"", ""postCode"": null, ""city"": ""Munka-Ljungby"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Entreprenörer""]","[""43120 Mark- och grundarbeten""]",2010,12,,2025-11-07T09:37:21.329706,2025-11-07T09:37:21.329707
5568774953,5568774953,NTT Sverige AB,AB,,,,"{""addressLine"": ""Carlsgatan 75 Infart 6"", ""postPlace"": ""Malmö"", ""postCode"": null, ""city"": ""Malmö"", ""county"": null, ""country"": ""Sweden""}","[""Fordonsreparationer"",""Reparatörer""]","[""33170 Reparation och underhåll av andra transportmedel""]",2011,21,,2025-11-07T09:37:21.329708,2025-11-07T09:37:21.329708
5591097000,5591097000,NTRAKKER AB,AB,,,,"{""addressLine"": ""Ranhammarsvägen 20 Hus c Vån 2"", ""postPlace"": ""Bromma"", ""postCode"": null, ""city"": ""Bromma"", ""county"": null, ""country"": ""Sweden""}","[""Elektronik - Legotillverkning"",""Elektronik - Produktionsutrustningar"",""Producenter""]","[""26300 Tillverkning av kommunikationsutrustning""]",2017,23,,2025-11-07T09:37:21.329709,2025-11-07T09:37:21.329710
5560706953,5560706953,NTM Fastigheter AB,AB,,,,"{""addressLine"": null, ""postPlace"": ""Norrköping"", ""postCode"": null, ""city"": ""Norrköping"", ""county"": null, ""country"": ""Sweden""}","[""Fastighetsbolag, lokaler""]","[""68201 Uthyrning och förvaltning av egna eller arrenderade bostäder"",""68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler""]",1960,,,2025-11-07T09:37:21.329711,2025-11-07T09:37:21.329712
5567159834,5567159834,NT Smidesteknik AB,AB,,,,"{""addressLine"": ""Uddnäsvägen 80"", ""postPlace"": ""Järfälla"", ""postCode"": null, ""city"": ""Järfälla"", ""county"": null, ""country"": ""Sweden""}","[""Dörrar, portar"",""Fordonsreparationer"",""Järnvägsutrustningar, spårvägsutrustningar"",""Metaller, legeringar"",""Järnvägsutrustningar, spårvägsutrustningar - tillverkning"",""Metaller, legeringar - Produktion"",""Metaller, legeringar - Reparation"",""Producenter"",""Reparatörer""]","[""25120 Tillverkning av dörrar och fönster av metall"",""25110 Tillverkning av metallstommar och delar därav"",""33110 Reparation av metallvaror"",""33170 Reparation och underhåll av andra transportmedel"",""30200 Tillverkning av rälsfordon""]",2006,25,,2025-11-07T09:37:21.329713,2025-11-07T09:37:21.329713
5566119474,5566119474,NRG Sweden AB,AB,,,,"{""addressLine"": ""Linnégatan 9"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Företagsutveckling""]","[""70220 Konsultverksamhet avseende företags organisation""]",2001,112,,2025-11-07T09:37:21.329714,2025-11-07T09:37:21.329715
5591018782,5591018782,NPSolution AB,AB,,,,"{""addressLine"": ""Mörsaregatan 11 a"", ""postPlace"": ""Helsingborg"", ""postCode"": null, ""city"": ""Helsingborg"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2017,20,,2025-11-07T09:37:21.329718,2025-11-07T09:37:21.329718
5569630683,5569630683,NPA Nordiskt Papper AB,AB,,,,"{""addressLine"": ""Svarvaregatan 11"", ""postPlace"": ""Ljungby"", ""postCode"": null, ""city"": ""Ljungby"", ""county"": null, ""country"": ""Sweden""}","[""Pappersvaror"",""Pappersvaror - Produktion"",""Producenter""]","[""17219 Övrig tillverkning av pappers- och pappförpackningar""]",2014,29,,2025-11-07T09:37:21.329719,2025-11-07T09:37:21.329720
5590772223,5590772223,NP3 Hägglunds AB,AB,,,,"{""addressLine"": null, ""postPlace"": ""Sundsvall"", ""postCode"": null, ""city"": ""Sundsvall"", ""county"": null, ""country"": ""Sweden""}","[""Fastighetsbolag, lokaler""]","[""68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler""]",2016,,,2025-11-07T09:37:21.329721,2025-11-07T09:37:21.329722
5567491963,5567491963,NP3 Fastigheter AB,AB,,,,"{""addressLine"": ""Gärdevägen 5 a"", ""postPlace"": ""Sundsvall"", ""postCode"": null, ""city"": ""Sundsvall"", ""county"": null, ""country"": ""Sweden""}","[""Fastighetsförvaltning""]","[""68320 Fastighetsförvaltning på uppdrag""]",2008,58,,2025-11-07T09:37:21.329723,2025-11-07T09:37:21.329723
5566285887,5566285887,NP Måleri & Fastighetsservice i Västerort AB,AB,,,,"{""addressLine"": null, ""postPlace"": null, ""postCode"": null, ""city"": null, ""county"": ""Stockholms Län"", ""country"": ""Sweden""}","[""Byggmästare"",""Måleriarbeten""]","[""43341 Måleriarbeten""]",2002,41,,2025-11-07T09:37:21.329727,2025-11-07T09:37:21.329728
5593200081,5593200081,NORNORM AB,AB,,,,"{""addressLine"": ""Jakobsbergsgatan 24"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Datorer - Kringutrustningar"",""Uthyrning""]","[""77330 Uthyrning och leasing av kontorsmaskiner och kontorsutrustning (inklusive datorer)""]",2021,29,,2025-11-07T09:37:21.329730,2025-11-07T09:37:21.329731
5566815535,5566815535,NORDAQ water filter systems AB,AB,,,,"{""addressLine"": ""Kungsgatan 8"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Maskinförnödenheter"",""Maskinförnödenheter - tillverkning"",""Producenter""]","[""28290 Övrig tillverkning av maskiner för allmänt ändamål""]",2005,10,,2025-11-07T09:37:21.329732,2025-11-07T09:37:21.329733
5567941553,5567941553,NODAVA AB,AB,,,,"{""addressLine"": ""Parkgatan 4 Prostgården"", ""postPlace"": ""Orsa"", ""postCode"": null, ""city"": ""Orsa"", ""county"": null, ""country"": ""Sweden""}","[""Renhållningsentreprenörer, avfallshantering"",""VVS-arbeten, material och produkter"",""Avfallshantering""]","[""36001 Grundvattenförsörjning"",""38210 Behandling och bortskaffande av icke-farligt avfall"",""37000 Avloppsrening"",""38120 Insamling av farligt avfall"",""38110 Insamling av icke-farligt avfall""]",2009,83,,2025-11-07T09:37:21.329734,2025-11-07T09:37:21.329735
5569425621,5569425621,NOAQ Flood Protection AB,AB,,,,"{""addressLine"": ""Forssåvägen 13 a"", ""postPlace"": ""Näsviken"", ""postCode"": null, ""city"": ""Näsviken"", ""county"": null, ""country"": ""Sweden""}","[""Producenter"",""Övrig tillverkning""]","[""32990 Diverse övrig tillverkning""]",2013,11,,2025-11-07T09:37:21.329736,2025-11-07T09:37:21.329736
5562632314,5562632314,NOA Mekaniska Aktiebolag,AB,,,,"{""addressLine"": ""Agnesfridsvägen 184"", ""postPlace"": ""Malmö"", ""postCode"": null, ""city"": ""Malmö"", ""county"": null, ""country"": ""Sweden""}","[""Metaller, legeringar"",""Metallurgisk industri""]","[""25620 Metallegoarbeten""]",1986,33,,2025-11-07T09:37:21.329737,2025-11-07T09:37:21.329738
5592872666,5592872666,NNM Invest AB,AB,,,,"{""addressLine"": ""Tellusborgsvägen 67"", ""postPlace"": ""Hägersten"", ""postCode"": null, ""city"": ""Hägersten"", ""county"": null, ""country"": ""Sweden""}","[""Finansbolag, finansiella tjänster"",""Företagsutveckling"",""Värdepappershandel""]","[""64992 Handel med och förvaltning av värdepapper, för egen räkning"",""70220 Konsultverksamhet avseende företags organisation"",""64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare""]",2020,,,2025-11-07T09:37:21.329741,2025-11-07T09:37:21.329741
5568433246,5568433246,NMV Industripartner AB,AB,,,,"{""addressLine"": ""Traversvägen 4"", ""postPlace"": ""Piteå"", ""postCode"": null, ""city"": ""Piteå"", ""county"": null, ""country"": ""Sweden""}","[""Metaller, legeringar"",""Metallurgisk industri""]","[""25620 Metallegoarbeten""]",2011,43,,2025-11-07T09:37:21.329743,2025-11-07T09:37:21.329743
5566142765,5566142765,NL Gaming Sweden AB,AB,,,,"{""addressLine"": ""Pukslagargatan 53"", ""postPlace"": ""Älvsjö"", ""postCode"": null, ""city"": ""Älvsjö"", ""county"": null, ""country"": ""Sweden""}","[""Internet - Konsulter, operatörer""]","[""62010 Dataprogrammering""]",2001,16,,2025-11-07T09:37:21.329746,2025-11-07T09:37:21.329747
5564092533,5564092533,NIP Johannelund 4 AB,AB,,,,"{""addressLine"": ""Fiskargatan 8"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Fastighetsbolag, lokaler""]","[""68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler""]",1990,,,2025-11-07T09:37:21.329749,2025-11-07T09:37:21.329750
5563748309,5563748309,NIBE Industrier AB,AB,,,,"{""addressLine"": ""Järnvägsgatan 40"", ""postPlace"": ""Markaryd"", ""postCode"": null, ""city"": ""Markaryd"", ""county"": null, ""country"": ""Sweden""}","[""Kontorstjänster""]","[""70100 Verksamheter som utövas av huvudkontor""]",1989,11,,2025-11-07T09:37:21.329751,2025-11-07T09:37:21.329751
5591985675,5591985675,NH i Luleå AB,AB,,,,"{""addressLine"": null, ""postPlace"": null, ""postCode"": null, ""city"": null, ""county"": ""Norrbotten"", ""country"": ""Sweden""}","[""Byggmästare"",""Snickeriarbeten""]","[""43320 Byggnadssnickeriarbeten""]",2019,15,,2025-11-07T09:37:21.329752,2025-11-07T09:37:21.329753
5567237986,5567237986,NFM Flytgolv AB,AB,,,,"{""addressLine"": ""Vångav. 1"", ""postPlace"": null, ""postCode"": null, ""city"": null, ""county"": null, ""country"": ""Sweden""}","[""Byggentreprenader-Infrastruktur"",""Golvbeläggningar"",""Konsulter"",""Teknikkonsulter""]","[""71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik""]",2007,16,,2025-11-07T09:37:21.329756,2025-11-07T09:37:21.329756
5562158625,5562158625,NEMO-Q International Aktiebolag,AB,,,,"{""addressLine"": ""Hammarbacken 12 3tr"", ""postPlace"": ""Sollentuna"", ""postCode"": null, ""city"": ""Sollentuna"", ""county"": null, ""country"": ""Sweden""}","[""Elektronik - Systemkomponenter"",""Internet - Konsulter, operatörer"",""Elektronik - Tillverkning"",""Producenter""]","[""62010 Dataprogrammering"",""27900 Tillverkning av annan elapparatur""]",1982,22,,2025-11-07T09:37:21.329761,2025-11-07T09:37:21.329762
5566479035,5566479035,NELAB Hiss AB,AB,,,,"{""addressLine"": null, ""postPlace"": null, ""postCode"": null, ""city"": null, ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer"",""Hissar, rulltrappor"",""Entreprenörer""]","[""43210 Elinstallationer"",""43120 Mark- och grundarbeten""]",2003,27,,2025-11-07T09:37:21.329763,2025-11-07T09:37:21.329763
5568857972,5568857972,NEB - TEAMET AB,AB,,,,"{""addressLine"": ""Markörgatan 10"", ""postPlace"": ""Handen"", ""postCode"": null, ""city"": ""Handen"", ""county"": null, ""country"": ""Sweden""}","[""Hälsotjänster"",""Omvårdnad och omsorg""]","[""87901 Heldygnsvård med boende för barn och ungdomar med sociala problem"",""86909 Annan öppen hälso- och sjukvård, utan läkare""]",2012,70,,2025-11-07T09:37:21.329764,2025-11-07T09:37:21.329765
5590203278,5590203278,NB Sverige AB,AB,,,,"{""addressLine"": ""Lillsjövägen 9"", ""postPlace"": ""Jordbro"", ""postCode"": null, ""city"": ""Jordbro"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer"",""Ventilation, luftbehandling""]","[""43221 Värme- och sanitetsarbeten"",""41200 Byggande av bostadshus och andra byggnader"",""43222 Ventilationsarbeten"",""43210 Elinstallationer"",""43229 Övriga VVS-arbeten""]",2015,20,,2025-11-07T09:37:21.329768,2025-11-07T09:37:21.329769
5567167704,5567167704,NA Schakt AB,AB,,,,"{""addressLine"": ""Storängsvägen 3"", ""postPlace"": ""LANDVETTER"", ""postCode"": null, ""city"": ""LANDVETTER"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Entreprenadmaskinsarbeten"",""Entreprenörer""]","[""43120 Mark- och grundarbeten""]",2006,18,,2025-11-07T09:37:21.329773,2025-11-07T09:37:21.329773
5591825988,5591825988,N19 Bygg AB,AB,,,,"{""addressLine"": ""Träffgatan 3"", ""postPlace"": ""Handen"", ""postCode"": null, ""city"": ""Handen"", ""county"": null, ""country"": ""Sweden""}","[""Byggentreprenader-Infrastruktur"",""Byggmästare"",""Konsulter"",""Teknikkonsulter""]","[""41200 Byggande av bostadshus och andra byggnader"",""71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik""]",2018,,,2025-11-07T09:37:21.329775,2025-11-07T09:37:21.329775
5564677556,5564677556,N.H Hjerpes Maskincentra AB,AB,,,,"{""addressLine"": ""Skalles Väg 2"", ""postPlace"": ""NORRKÖPING"", ""postCode"": null, ""city"": ""NORRKÖPING"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Entreprenadmaskinsarbeten"",""Entreprenörer""]","[""43120 Mark- och grundarbeten""]",1993,23,,2025-11-07T09:37:21.329776,2025-11-07T09:37:21.329777
5568349806,5568349806,N-Clean MIAB AB,AB,,,,"{""addressLine"": ""Gustavslundsvägen 50"", ""postPlace"": ""Bromma"", ""postCode"": null, ""city"": ""Bromma"", ""county"": null, ""country"": ""Sweden""}","[""Städservice""]","[""81210 Lokalvård""]",2010,213,,2025-11-07T09:37:21.329778,2025-11-07T09:37:21.329779
5569337198,5569337198,N&S group AB,AB,,,,"{""addressLine"": ""Villavägen 4"", ""postPlace"": ""Skinnskatteberg"", ""postCode"": null, ""city"": ""Skinnskatteberg"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Entreprenörer"",""Parkanläggningar""]","[""43120 Mark- och grundarbeten"",""41200 Byggande av bostadshus och andra byggnader"",""81300 Skötsel och underhåll av grönytor""]",2013,30,,2025-11-07T09:37:21.329780,2025-11-07T09:37:21.329780
5561829127,5561829127,N E Widerström Schakt Aktiebolag,AB,,,,"{""addressLine"": ""Omformargatan 18 b"", ""postPlace"": ""Västerås"", ""postCode"": null, ""city"": ""Västerås"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Rivningsarbeten"",""Entreprenörer""]","[""43120 Mark- och grundarbeten"",""43110 Rivning av hus och byggnader"",""43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet""]",1973,21,,2025-11-07T09:37:21.329783,2025-11-07T09:37:21.329783
5567454789,5567454789,Mörkvikens Byggservice AB,AB,,,,"{""addressLine"": ""Östra Mörkviken 4"", ""postPlace"": ""Karlskoga"", ""postCode"": null, ""city"": ""Karlskoga"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare""]","[""41200 Byggande av bostadshus och andra byggnader""]",2007,26,,2025-11-07T09:37:21.329785,2025-11-07T09:37:21.329785
5569280406,5569280406,Mölndals Galleria Fastighets AB,AB,,,,"{""addressLine"": ""Vallgatan 3"", ""postPlace"": ""Solna"", ""postCode"": null, ""city"": ""Solna"", ""county"": null, ""country"": ""Sweden""}","[""Fastighetsbolag, lokaler""]","[""68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler""]",2013,,,2025-11-07T09:37:21.329788,2025-11-07T09:37:21.329789
5568655020,5568655020,Mårtensson Lindfors Construction AB,AB,,,,"{""addressLine"": ""Skogmursvägen 91"", ""postPlace"": ""Gävle"", ""postCode"": null, ""city"": ""Gävle"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare""]","[""42990 Övriga anläggningsarbeten""]",2011,11,,2025-11-07T09:37:21.329800,2025-11-07T09:37:21.329801
5564050929,5564050929,Målilla Transport Aktiebolag,AB,,,,"{""addressLine"": ""Vetlandavägen 51"", ""postPlace"": ""Målilla"", ""postCode"": null, ""city"": ""Målilla"", ""county"": null, ""country"": ""Sweden""}","[""Transportförmedling"",""Åkerier""]","[""49410 Vägtransport, godstrafik""]",1990,27,,2025-11-07T09:37:21.329807,2025-11-07T09:37:21.329808
