orgnr,company_id,company_name,company_type,homepage,email,phone,address,segment_names,nace_codes,foundation_year,employees_latest,accounts_last_year,created_at,updated_at
5592860893,5592860893,Elkoll i Gällivare AB,AB,,,,"{""addressLine"": ""Forvägen 17"", ""postPlace"": ""Kiruna"", ""postCode"": null, ""city"": ""Kiruna"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2020,23,,2025-11-07T09:37:21.335600,2025-11-07T09:37:21.335601
5569188906,5569188906,Eliva Clinic AB,AB,,,,"{""addressLine"": ""Grev Turegatan 8 1tr"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Hälsotjänster"",""Läkare""]","[""86211 Primärvårdsmottagningar med läkare m.m."",""86222 Specialistläkarverksamhet inom öppenvård, ej på sjukhus""]",2013,30,,2025-11-07T09:37:21.335602,2025-11-07T09:37:21.335603
5567086904,5567086904,Elitkomposit AB,AB,,,,"{""addressLine"": ""Kärranäsv. 9"", ""postPlace"": ""Uddevalla"", ""postCode"": null, ""city"": ""Uddevalla"", ""county"": null, ""country"": ""Sweden""}","[""Plaster- Helfabrikat, beställningsarbeten"",""Mineraler - tillverkning"",""Mineralförädling"",""Producenter""]","[""23999 Diverse övrig tillverkning av icke-metalliska mineraliska produkter"",""23140 Tillverkning av glasfiber""]",2006,42,,2025-11-07T09:37:21.335604,2025-11-07T09:37:21.335604
5566911839,5566911839,Elinstallationer i Karlshamn AB,AB,,,,"{""addressLine"": ""Sölvesborgsvägen 17-19"", ""postPlace"": ""Karlshamn"", ""postCode"": null, ""city"": ""Karlshamn"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2005,42,,2025-11-07T09:37:21.335615,2025-11-07T09:37:21.335616
5566327044,5566327044,Elimperiet AB,AB,,,,"{""addressLine"": ""Johanneslundsvägen 12 1tr"", ""postPlace"": ""Upplands Väsby"", ""postCode"": null, ""city"": ""Upplands Väsby"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2002,29,,2025-11-07T09:37:21.335617,2025-11-07T09:37:21.335618
5562125343,5562125343,Eliasson & Lund Industrial Partner AB,AB,,,,"{""addressLine"": ""Arendalsvägen 10"", ""postPlace"": ""Göteborg"", ""postCode"": null, ""city"": ""Göteborg"", ""county"": null, ""country"": ""Sweden""}","[""Metaller, legeringar"",""Metallurgisk industri""]","[""25620 Metallegoarbeten""]",1981,39,,2025-11-07T09:37:21.335621,2025-11-07T09:37:21.335622
5592352297,5592352297,Elias Westin Entreprenad AB,AB,,,,"{""addressLine"": ""Svedjevägen 9"", ""postPlace"": ""Själevad"", ""postCode"": null, ""city"": ""Själevad"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Markentreprenörer, anläggningsentreprenörer""]","[""42990 Övriga anläggningsarbeten""]",2020,20,,2025-11-07T09:37:21.335623,2025-11-07T09:37:21.335624
5567290845,5567290845,Elgruppen i Lomma AB,AB,,,,"{""addressLine"": ""Järngatan 29"", ""postPlace"": ""Lomma"", ""postCode"": null, ""city"": ""Lomma"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2007,23,,2025-11-07T09:37:21.335625,2025-11-07T09:37:21.335626
5561126094,5561126094,Elfverson & Co Aktiebolag,AB,,,,"{""addressLine"": ""Industrigatan 6"", ""postPlace"": ""Påryd"", ""postCode"": null, ""city"": ""Påryd"", ""county"": null, ""country"": ""Sweden""}","[""Trävaror"",""Producenter"",""Trävaror - produktion""]","[""16292 Övrig trävarutillverkning""]",1967,59,,2025-11-07T09:37:21.335627,2025-11-07T09:37:21.335627
5591334031,5591334031,Elforum Göteborg AB,AB,,,,"{""addressLine"": ""Analysvägen 5"", ""postPlace"": ""Mölnlycke"", ""postCode"": null, ""city"": ""Mölnlycke"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2017,26,,2025-11-07T09:37:21.335628,2025-11-07T09:37:21.335629
5562245117,5562245117,Elfa Doors AB,AB,,,,"{""addressLine"": ""Garverigatan 10"", ""postPlace"": ""Mullsjö"", ""postCode"": null, ""city"": ""Mullsjö"", ""county"": null, ""country"": ""Sweden""}","[""Möbler"",""Möbler - Produktion"",""Producenter""]","[""31090 Tillverkning av andra möbler""]",1982,28,,2025-11-07T09:37:21.335630,2025-11-07T09:37:21.335631
5565279287,5565279287,Elektroteam Elteknik i Jönköping AB,AB,,,,"{""addressLine"": ""Fridhemsvägen 20"", ""postPlace"": ""Jönköping"", ""postCode"": null, ""city"": ""Jönköping"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1995,26,,2025-11-07T09:37:21.335635,2025-11-07T09:37:21.335636
5569708547,5569708547,Elektroservice Stig Eskilson Aktiebolag,AB,,,,"{""addressLine"": ""Kaffekullevägen 4"", ""postPlace"": ""Eksjö"", ""postCode"": null, ""city"": ""Eksjö"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer"",""Maskinförnödenheter"",""Maskinförnödenheter - reparationer"",""Reparatörer""]","[""33120 Reparation av maskiner"",""43210 Elinstallationer""]",2014,16,,2025-11-07T09:37:21.335637,2025-11-07T09:37:21.335638
5590779731,5590779731,Elektro Västerbotten AB,AB,,,,"{""addressLine"": ""Formvägen 12 b"", ""postPlace"": ""Umeå"", ""postCode"": null, ""city"": ""Umeå"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer"",""Finansbolag, finansiella tjänster"",""Värdepappershandel""]","[""43210 Elinstallationer"",""64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare""]",2016,25,,2025-11-07T09:37:21.335639,2025-11-07T09:37:21.335640
5560709981,5560709981,Elektro Aros Gruppen AB,AB,,,,"{""addressLine"": ""Kuggstångsgatan 1"", ""postPlace"": ""Västerås"", ""postCode"": null, ""city"": ""Västerås"", ""county"": null, ""country"": ""Sweden""}","[""Maskinförnödenheter"",""Maskinförnödenheter - reparationer"",""Reparatörer""]","[""33120 Reparation av maskiner""]",1960,20,,2025-11-07T09:37:21.335641,2025-11-07T09:37:21.335642
5591186944,5591186944,Elektrikern Södra AB,AB,,,,"{""addressLine"": ""Kometvägen 2"", ""postPlace"": ""Staffanstorp"", ""postCode"": null, ""city"": ""Staffanstorp"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2017,27,,2025-11-07T09:37:21.335643,2025-11-07T09:37:21.335644
5560762659,5560762659,Elektra i Hälsingland Aktiebolag,AB,,,,"{""addressLine"": null, ""postPlace"": null, ""postCode"": null, ""city"": null, ""county"": ""Stockholm"", ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1961,67,,2025-11-07T09:37:21.335645,2025-11-07T09:37:21.335646
5562138775,5562138775,Elektra Elteknik i Göteborg Aktiebolag,AB,,,,"{""addressLine"": ""Omvägen 2 h"", ""postPlace"": ""Göteborg"", ""postCode"": null, ""city"": ""Göteborg"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1981,13,,2025-11-07T09:37:21.335647,2025-11-07T09:37:21.335647
5561704015,5561704015,Elekta AB (publ),AB,,,,"{""addressLine"": ""Kungstensgatan 18"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Kontorstjänster""]","[""70100 Verksamheter som utövas av huvudkontor""]",1972,53,,2025-11-07T09:37:21.335649,2025-11-07T09:37:21.335649
5563205748,5563205748,Electrum Automation Aktiebolag,AB,,,,"{""addressLine"": ""Industrivägen 8"", ""postPlace"": ""Umeå"", ""postCode"": null, ""city"": ""Umeå"", ""county"": null, ""country"": ""Sweden""}","[""Bilar"",""Elektronik - Legotillverkning"",""Elektronik - Produktionsutrustningar"",""Bilar - tillverkning"",""Producenter""]","[""29310 Tillverkning av elektrisk och elektronisk utrustning för motorfordon"",""26300 Tillverkning av kommunikationsutrustning"",""26510 Tillverkning av instrument och apparater för mätning, provning och navigering""]",1988,23,,2025-11-07T09:37:21.335650,2025-11-07T09:37:21.335651
5565008439,5565008439,Electro-Engineering i Stockholm Aktiebolag,AB,,,,"{""addressLine"": ""Swedenborgsgatan 20 b"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Konsulter"",""Teknikkonsulter""]","[""71123 Teknisk konsultverksamhet inom elteknik""]",1994,40,,2025-11-07T09:37:21.335652,2025-11-07T09:37:21.335653
5564531514,5564531514,Elecosoft Consultec AB,AB,,,,"{""addressLine"": ""Storgatan 40"", ""postPlace"": ""Skellefteå"", ""postCode"": null, ""city"": ""Skellefteå"", ""county"": null, ""country"": ""Sweden""}","[""Internet - Konsulter, operatörer""]","[""62010 Dataprogrammering""]",1992,55,,2025-11-07T09:37:21.335654,2025-11-07T09:37:21.335655
5565852596,5565852596,Elcenter JK i Göteborg Aktiebolag,AB,,,,"{""addressLine"": ""Flöjelbergsgatan 18 b"", ""postPlace"": ""Mölndal"", ""postCode"": null, ""city"": ""Mölndal"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Fastighetsbolag, lokaler"",""Elinstallationer""]","[""43210 Elinstallationer"",""68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler""]",2000,21,,2025-11-07T09:37:21.335656,2025-11-07T09:37:21.335656
5564332756,5564332756,Elcab Installation Aktiebolag,AB,,,,"{""addressLine"": ""Ringögatan 12 a"", ""postPlace"": ""Göteborg"", ""postCode"": null, ""city"": ""Göteborg"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1991,42,,2025-11-07T09:37:21.335658,2025-11-07T09:37:21.335659
5565840468,5565840468,Elbyrån Bertgren & Co AB,AB,,,,"{""addressLine"": ""Norra industrivägen 14"", ""postPlace"": ""Haparanda"", ""postCode"": null, ""city"": ""Haparanda"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer"",""Larm, övervakningsutrustningar"",""Kontorstjänster""]","[""43210 Elinstallationer"",""70100 Verksamheter som utövas av huvudkontor""]",2000,39,,2025-11-07T09:37:21.335660,2025-11-07T09:37:21.335661
5565166443,5565166443,Elbolaget i Ludvika Montage AB,AB,,,,"{""addressLine"": ""Kronvägen 35"", ""postPlace"": ""Ludvika"", ""postCode"": null, ""city"": ""Ludvika"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1995,37,,2025-11-07T09:37:21.335666,2025-11-07T09:37:21.335667
5564530490,5564530490,Elbolaget Syd i Helsingborg Aktiebolag,AB,,,,"{""addressLine"": ""Muskötgatan 25"", ""postPlace"": ""Helsingborg"", ""postCode"": null, ""city"": ""Helsingborg"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1992,37,,2025-11-07T09:37:21.335669,2025-11-07T09:37:21.335669
5569065617,5569065617,Elastx AB,AB,,,,"{""addressLine"": ""Kungsgatan 9"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Datacenters"",""Datakonsulter"",""Konsulter""]","[""62030 Datordrifttjänster"",""62020 Datakonsultverksamhet""]",2012,33,,2025-11-07T09:37:21.335670,2025-11-07T09:37:21.335671
5567856983,5567856983,Elastic Move AB,AB,,,,"{""addressLine"": ""Scheelevägen 27"", ""postPlace"": ""Lund"", ""postCode"": null, ""city"": ""Lund"", ""county"": null, ""country"": ""Sweden""}","[""Datakonsulter"",""Konsulter""]","[""62020 Datakonsultverksamhet""]",2009,22,,2025-11-07T09:37:21.335672,2025-11-07T09:37:21.335673
5560081621,5560081621,Elanders AB,AB,,,,"{""addressLine"": ""Flöjelbergsgatan 1 c"", ""postPlace"": ""Mölndal"", ""postCode"": null, ""city"": ""Mölndal"", ""county"": null, ""country"": ""Sweden""}","[""Kontorstjänster""]","[""70100 Verksamheter som utövas av huvudkontor""]",1908,7,,2025-11-07T09:37:21.335674,2025-11-07T09:37:21.335675
5563766111,5563766111,ElFördel i Alingsås Aktiebolag,AB,,,,"{""addressLine"": ""Sävelundsgatan 8"", ""postPlace"": ""Alingsås"", ""postCode"": null, ""city"": ""Alingsås"", ""county"": null, ""country"": ""Sweden""}","[""Elektronik - Legotillverkning"",""Elmateriel"",""Elektrisk installationsmaterial - tillverkning"",""Producenter""]","[""27120 Tillverkning av eldistributions- och elkontrollapparater""]",1989,24,,2025-11-07T09:37:21.335676,2025-11-07T09:37:21.335676
5564921756,5564921756,El-Info i Växjö Aktiebolag,AB,,,,"{""addressLine"": ""Lineborgsplan 3"", ""postPlace"": ""Växjö"", ""postCode"": null, ""city"": ""Växjö"", ""county"": null, ""country"": ""Sweden""}","[""Datautveckling, systemutveckling, programutveckling""]","[""58290 Utgivning av annan programvara""]",1994,16,,2025-11-07T09:37:21.335677,2025-11-07T09:37:21.335678
5590317037,5590317037,El och Montage i Syd AB,AB,,,,"{""addressLine"": ""Mobilvägen 4-6"", ""postPlace"": ""Lund"", ""postCode"": null, ""city"": ""Lund"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2015,27,,2025-11-07T09:37:21.335679,2025-11-07T09:37:21.335680
5564839255,5564839255,El o Data Installatören i Höllviken Aktiebolag,AB,,,,"{""addressLine"": ""Spikgatan 4"", ""postPlace"": ""Vellinge"", ""postCode"": null, ""city"": ""Vellinge"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1994,19,,2025-11-07T09:37:21.335681,2025-11-07T09:37:21.335682
5562438647,5562438647,El Supply i Ed Aktiebolag,AB,,,,"{""addressLine"": ""Västra Torpvägen 11"", ""postPlace"": ""Ed"", ""postCode"": null, ""city"": ""Ed"", ""county"": null, ""country"": ""Sweden""}","[""Elektronik - Systemkomponenter"",""Metaller, legeringar"",""Elektronik - Tillverkning"",""Metaller, legeringar - Produktion"",""Producenter""]","[""27900 Tillverkning av annan elapparatur"",""25930 Tillverkning av metalltrådvaror, kedjor och fjädrar""]",1984,24,,2025-11-07T09:37:21.335686,2025-11-07T09:37:21.335687
5590346028,5590346028,El Cures AB,AB,,,,"{""addressLine"": ""Grustagsvägen 14"", ""postPlace"": ""Älta"", ""postCode"": null, ""city"": ""Älta"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",2015,50,,2025-11-07T09:37:21.335688,2025-11-07T09:37:21.335689
5563643450,5563643450,El & Ventilationsstyr i Väst AB,AB,,,,"{""addressLine"": ""Kärrlyckegatan 29"", ""postPlace"": ""Göteborg"", ""postCode"": null, ""city"": ""Göteborg"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer"",""Finansbolag, finansiella tjänster"",""Redovisning, bokföring"",""Värdepappershandel""]","[""43210 Elinstallationer"",""64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare"",""69201 Redovisning och bokföring""]",1989,43,,2025-11-07T09:37:21.335690,2025-11-07T09:37:21.335690
5561962308,5561962308,El & PC-Installationer i Örebro Aktiebolag,AB,,,,"{""addressLine"": ""Gamla Vägen 5 f"", ""postPlace"": ""Örebro"", ""postCode"": null, ""city"": ""Örebro"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1978,62,,2025-11-07T09:37:21.335692,2025-11-07T09:37:21.335692
5565228128,5565228128,El & Ljusdesign P Molin AB,AB,,,,"{""addressLine"": ""Strandbergsgatan 55"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer""]","[""43210 Elinstallationer""]",1995,28,,2025-11-07T09:37:21.335693,2025-11-07T09:37:21.335694
5560756255,5560756255,Ekströms Glasmästeri Aktiebolag,AB,,,,"{""addressLine"": ""Smista Allé 28"", ""postPlace"": ""Segeltorp"", ""postCode"": null, ""city"": ""Segeltorp"", ""county"": null, ""country"": ""Sweden""}","[""Glasarbeten""]","[""43342 Glasmästeriarbeten""]",1960,34,,2025-11-07T09:37:21.335698,2025-11-07T09:37:21.335699
5592195951,5592195951,Eksjöhus Bostad Entreprenad AB,AB,,,,"{""addressLine"": null, ""postPlace"": ""Eksjö"", ""postCode"": null, ""city"": ""Eksjö"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare""]","[""41200 Byggande av bostadshus och andra byggnader""]",2019,3,,2025-11-07T09:37:21.335703,2025-11-07T09:37:21.335704
5591195879,5591195879,Eksjöhus Bostad AB,AB,,,,"{""addressLine"": ""Industrigatan 1"", ""postPlace"": ""Eksjö"", ""postCode"": null, ""city"": ""Eksjö"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Entreprenörer""]","[""41200 Byggande av bostadshus och andra byggnader"",""43120 Mark- och grundarbeten""]",2017,3,,2025-11-07T09:37:21.335705,2025-11-07T09:37:21.335706
5565848537,5565848537,Eksjö Fordonsutbildning AB,AB,,,,"{""addressLine"": null, ""postPlace"": null, ""postCode"": null, ""city"": null, ""county"": ""Jönköping"", ""country"": ""Sweden""}","[""Fastighetsbolag, lokaler"",""Trafikskolor"",""Skolor och utbildning""]","[""85324 Yrkesförarutbildning m.m."",""85530 Trafikskoleverksamhet"",""68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler""]",2000,41,,2025-11-07T09:37:21.335709,2025-11-07T09:37:21.335709
5565726568,5565726568,Eksjö Energi ELIT AB,AB,,,,"{""addressLine"": null, ""postPlace"": ""Eksjö"", ""postCode"": null, ""city"": ""Eksjö"", ""county"": null, ""country"": ""Sweden""}","[""Telekommunikation, teleoperatörer"",""Energihandel""]","[""35140 Handel med elektricitet"",""61100 Trådbunden telekommunikation""]",1999,7,,2025-11-07T09:37:21.335710,2025-11-07T09:37:21.335711
5562734714,5562734714,Eksjö Elteam Aktiebolag,AB,,,,"{""addressLine"": ""Telegatan 2"", ""postPlace"": ""Eksjö"", ""postCode"": null, ""city"": ""Eksjö"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Elinstallationer"",""Finansbolag, finansiella tjänster"",""Värdepappershandel""]","[""43210 Elinstallationer"",""64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare""]",1986,35,,2025-11-07T09:37:21.335712,2025-11-07T09:37:21.335712
5563422285,5563422285,Ekologigruppen Ekoplan Aktiebolag,AB,,,,"{""addressLine"": ""Åsögatan 121 5tr"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Konsulter"",""Miljöteknik"",""Teknikkonsulter""]","[""71129 Övrig teknisk konsultverksamhet"",""71124 Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik""]",1988,58,,2025-11-07T09:37:21.335714,2025-11-07T09:37:21.335714
5565001798,5565001798,Eklunds Mora AB,AB,,,,"{""addressLine"": ""Skolvägen 6"", ""postPlace"": ""Mora"", ""postCode"": null, ""city"": ""Mora"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Värmepumpar, värmeväxlare""]","[""43221 Värme- och sanitetsarbeten""]",1994,39,,2025-11-07T09:37:21.335719,2025-11-07T09:37:21.335720
5561101709,5561101709,Ekengårds Jordbruksförvaltning Aktiebolag,AB,,,,"{""addressLine"": ""Hultavägen 98"", ""postPlace"": ""Sölvesborg"", ""postCode"": null, ""city"": ""Sölvesborg"", ""county"": null, ""country"": ""Sweden""}","[""Jordbruk"",""Jordbruk - boskap och djurhållning"",""Jordbruk - odling"",""Odling av potatis""]","[""01110 Odling av spannmål (utom ris), baljväxter och oljeväxter"",""01131 Potatisodling"",""01472 Uppfödning av fjäderfä, ej äggproduktion""]",1967,6,,2025-11-07T09:37:21.335722,2025-11-07T09:37:21.335723
5567428783,5567428783,Ekdalens Biotransporter AB,AB,,,,"{""addressLine"": ""Gruvgatan 32"", ""postPlace"": ""Nyvång"", ""postCode"": null, ""city"": ""Nyvång"", ""county"": null, ""country"": ""Sweden""}","[""Transportförmedling"",""Åkerier""]","[""49410 Vägtransport, godstrafik""]",2007,17,,2025-11-07T09:37:21.335726,2025-11-07T09:37:21.335727
5566567433,5566567433,Ekbergs Fönsterputs & Städ AB,AB,,,,"{""addressLine"": ""Lyddevägen 34"", ""postPlace"": ""Kinna"", ""postCode"": null, ""city"": ""Kinna"", ""county"": null, ""country"": ""Sweden""}","[""Städservice""]","[""81210 Lokalvård""]",2004,133,,2025-11-07T09:37:21.335730,2025-11-07T09:37:21.335730
5593971814,5593971814,Einride Sweden AB,AB,,,,"{""addressLine"": ""Stadsgården 6"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Designers, formgivare"",""Industridesigners""]","[""74101 Industri- och produktdesignverksamhet""]",2022,,,2025-11-07T09:37:21.335735,2025-11-07T09:37:21.335736
5566261920,5566261920,Einar Mattsson AB,AB,,,,"{""addressLine"": ""Rosenlundsgatan 58"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Kontorstjänster""]","[""70100 Verksamheter som utövas av huvudkontor""]",2002,45,,2025-11-07T09:37:21.335737,2025-11-07T09:37:21.335737
5562968544,5562968544,Egirs Bygg Aktiebolag,AB,,,,"{""addressLine"": ""Hallevadsgatan 4"", ""postPlace"": ""Mjölby"", ""postCode"": null, ""city"": ""Mjölby"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare""]","[""41200 Byggande av bostadshus och andra byggnader""]",1987,27,,2025-11-07T09:37:21.335744,2025-11-07T09:37:21.335745
5562354075,5562354075,Effecta Energy Solutions AB,AB,,,,"{""addressLine"": ""Västra Rågdalsvägen 21"", ""postPlace"": ""Kungsbacka"", ""postCode"": null, ""city"": ""Kungsbacka"", ""county"": null, ""country"": ""Sweden""}","[""Metaller, legeringar"",""Metaller, legeringar - Produktion"",""Producenter""]","[""25210 Tillverkning av radiatorer och pannor för centraluppvärmning""]",1984,17,,2025-11-07T09:37:21.335748,2025-11-07T09:37:21.335749
5566224779,5566224779,Edvardssons Måleri i Västra Frölunda Aktiebolag,AB,,,,"{""addressLine"": ""Klangfärgsgatan 11 a"", ""postPlace"": ""Västra Frölunda"", ""postCode"": null, ""city"": ""Västra Frölunda"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Måleriarbeten""]","[""43341 Måleriarbeten""]",2002,28,,2025-11-07T09:37:21.335752,2025-11-07T09:37:21.335752
5568636608,5568636608,Edvardssons Last och Schakt AB,AB,,,,"{""addressLine"": ""Lignells Väg 1-3"", ""postPlace"": ""Vega"", ""postCode"": null, ""city"": ""Vega"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Transportförmedling"",""Åkerier"",""Entreprenörer""]","[""43120 Mark- och grundarbeten"",""49410 Vägtransport, godstrafik""]",2011,27,,2025-11-07T09:37:21.335753,2025-11-07T09:37:21.335754
5568651540,5568651540,Edströms Service AB,AB,,,,"{""addressLine"": ""Solåsvägen 14"", ""postPlace"": ""Jönköping"", ""postCode"": null, ""city"": ""Jönköping"", ""county"": null, ""country"": ""Sweden""}","[""Maskinförnödenheter"",""Maskinförnödenheter - reparationer"",""Reparatörer""]","[""33120 Reparation av maskiner""]",2011,23,,2025-11-07T09:37:21.335755,2025-11-07T09:37:21.335756
5565263596,5565263596,Edshus Aktiebolag,AB,,,,"{""addressLine"": ""Storgatan 30"", ""postPlace"": ""Ed"", ""postCode"": null, ""city"": ""Ed"", ""county"": null, ""country"": ""Sweden""}","[""Fastighetsbolag, lokaler""]","[""68201 Uthyrning och förvaltning av egna eller arrenderade bostäder"",""68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler""]",1995,5,,2025-11-07T09:37:21.335757,2025-11-07T09:37:21.335758
5565018735,5565018735,Eds Återvinning Aktiebolag,AB,,,,"{""addressLine"": ""Återvinningsvägen 1"", ""postPlace"": ""Upplands Väsby"", ""postCode"": null, ""city"": ""Upplands Väsby"", ""county"": null, ""country"": ""Sweden""}","[""Avfallshantering""]","[""38320 Återvinning av källsorterat material""]",1994,6,,2025-11-07T09:37:21.335761,2025-11-07T09:37:21.335762
5568249402,5568249402,Edins Kranar Aktiebolag,AB,,,,"{""addressLine"": ""Äggelundavägen 5"", ""postPlace"": ""Järfälla"", ""postCode"": null, ""city"": ""Järfälla"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Entreprenadmaskinsarbeten"",""Uthyrning""]","[""43991 Uthyrning av bygg- och anläggningsmaskiner med förare""]",2010,44,,2025-11-07T09:37:21.335763,2025-11-07T09:37:21.335763
5569064586,5569064586,Edins Byggkranar AB,AB,,,,"{""addressLine"": ""Ullevivägen 22"", ""postPlace"": ""Bro"", ""postCode"": null, ""city"": ""Bro"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare"",""Entreprenadmaskinsarbeten"",""Uthyrning""]","[""43991 Uthyrning av bygg- och anläggningsmaskiner med förare""]",2012,51,,2025-11-07T09:37:21.335764,2025-11-07T09:37:21.335765
5565640629,5565640629,Edholm Berling Glas & Fasad AB,AB,,,,"{""addressLine"": ""Reparatörgatan 3"", ""postPlace"": ""Halmstad"", ""postCode"": null, ""city"": ""Halmstad"", ""county"": null, ""country"": ""Sweden""}","[""Dörrar, portar"",""Metaller, legeringar"",""Producenter""]","[""25120 Tillverkning av dörrar och fönster av metall""]",1998,23,,2025-11-07T09:37:21.335766,2025-11-07T09:37:21.335767
5561326017,5561326017,Ederfors Åkeri AB,AB,,,,"{""addressLine"": ""Lillgatan 3"", ""postPlace"": ""Åseda"", ""postCode"": null, ""city"": ""Åseda"", ""county"": null, ""country"": ""Sweden""}","[""Transportförmedling"",""Åkerier""]","[""49410 Vägtransport, godstrafik""]",1970,19,,2025-11-07T09:37:21.335771,2025-11-07T09:37:21.335771
5560417296,5560417296,Eda Bostads Aktiebolag,AB,,,,"{""addressLine"": ""Storgatan 23"", ""postPlace"": ""Charlottenberg"", ""postCode"": null, ""city"": ""Charlottenberg"", ""county"": null, ""country"": ""Sweden""}","[""Fastighetsbolag, lokaler""]","[""68201 Uthyrning och förvaltning av egna eller arrenderade bostäder"",""68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler""]",1942,37,,2025-11-07T09:37:21.335772,2025-11-07T09:37:21.335773
5567208326,5567208326,EdGyr AB,AB,,,,"{""addressLine"": ""Filarvägen 8"", ""postPlace"": ""Rättvik"", ""postCode"": null, ""city"": ""Rättvik"", ""county"": null, ""country"": ""Sweden""}","[""Byggmästare""]","[""43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet""]",2007,42,,2025-11-07T09:37:21.335775,2025-11-07T09:37:21.335776
5564362696,5564362696,Ed's Städfirma och Byggtjänst Aktiebolag,AB,,,,"{""addressLine"": ""Stagneliusvägen 29"", ""postPlace"": ""Stockholm"", ""postCode"": null, ""city"": ""Stockholm"", ""county"": null, ""country"": ""Sweden""}","[""Städservice""]","[""81210 Lokalvård""]",1991,86,,2025-11-07T09:37:21.335777,2025-11-07T09:37:21.335778
